head,tail,relation,score
计算架构,macOS,创建或使用关联,0.9046587944030762
计算架构,版本,创建或使用关联,0.9876859188079834
计算架构,Python,使用安装,0.993151068687439
macOS,版本,创建或使用关联,0.9693433046340942
macOS,Python,使用安装,0.9932973980903625
版本,Python,使用安装,0.9927598237991333
ARM,11.3,版本,0.9973978996276855
ARM,Python,工具安装,0.9928898811340332
ARM,3.8-3.9,版本,0.9974019527435303
11.3,Python,版本,0.9974206686019897
11.3,3.8-3.9,版本,0.9973428845405579
Python,3.8-3.9,版本,0.9974007606506348
Inte,x86_64,使用安装,0.9889360070228577
Inte,10.15,版本,0.9973957538604736
Inte,11.3,版本,0.9973992109298706
Inte,Python,工具安装,0.991473913192749
Inte,3.7-3.9,版本,0.997397780418396
x86_64,10.15,版本,0.8959593176841736
x86_64,11.3,版本,0.9083330035209656
x86_64,Python,使用安装,0.9922178983688354
x86_64,3.7-3.9,版本,0.9498481750488281
10.15,11.3,版本,0.9973847270011902
10.15,Python,版本,0.9974244832992554
10.15,3.7-3.9,版本,0.9973832964897156
11.3,Python,版本,0.997424840927124
11.3,3.7-3.9,版本,0.9973852038383484
Python,3.7-3.9,版本,0.9974143505096436
Python,版本,使用安装,0.9925748109817505
Python,3.7.5,版本,0.9967535138130188
Python,https://www.python.org/ftp/python/3.7.5/python-3.7.5-macosx10.9.pkg,使用参考,0.9532867670059204
Python,https://repo.huaweicloud.com/python/3.7.5/python-3.7.5-macosx10.9.pkg,使用参考,0.9543112516403198
3.7.5,https://www.python.org/ftp/python/3.7.5/python-3.7.5-macosx10.9.pkg,版本,0.9034284949302673
3.7.5,https://repo.huaweicloud.com/python/3.7.5/python-3.7.5-macosx10.9.pkg,版本,0.8102173209190369
https://www.python.org/ftp/python/3.7.5/python-3.7.5-macosx10.9.pkg,https://repo.huaweicloud.com/python/3.7.5/python-3.7.5-macosx10.9.pkg,使用参考,0.9316715002059937
Python,3.8.0,版本,0.9965343475341797
Python,https://www.python.org/ftp/python/3.8.0/python-3.8.0-macosx10.9.pkg,使用参考,0.9432857632637024
Python,https://repo.huaweicloud.com/python/3.8.0/python-3.8.0-macosx10.9.pkg,使用参考,0.9535938501358032
3.8.0,it,版本,0.9967003464698792
3.8.0,https://www.python.org/ftp/python/3.8.0/python-3.8.0-macosx10.9.pkg,版本,0.8936221599578857
3.8.0,https://repo.huaweicloud.com/python/3.8.0/python-3.8.0-macosx10.9.pkg,版本,0.8132871985435486
it,https://www.python.org/ftp/python/3.8.0/python-3.8.0-macosx10.9.pkg,使用参考,0.9326254725456238
it,https://repo.huaweicloud.com/python/3.8.0/python-3.8.0-macosx10.9.pkg,使用参考,0.950765073299408
https://www.python.org/ftp/python/3.8.0/python-3.8.0-macosx10.9.pkg,https://repo.huaweicloud.com/python/3.8.0/python-3.8.0-macosx10.9.pkg,使用参考,0.930982232093811
Python,3.9.0,版本,0.9967393279075623
Python,https://www.python.org/ftp/python/3.9.0/python-3.9.0-macosx10.9.pkg,使用参考,0.9452368021011353
Python,https://repo.huaweicloud.com/python/3.9.0/python-3.9.0-macosx10.9.pkg,使用参考,0.9538140892982483
3.9.0,it,版本,0.9969092011451721
3.9.0,https://www.python.org/ftp/python/3.9.0/python-3.9.0-macosx10.9.pkg,版本,0.8960474729537964
3.9.0,https://repo.huaweicloud.com/python/3.9.0/python-3.9.0-macosx10.9.pkg,版本,0.81415194272995
it,https://www.python.org/ftp/python/3.9.0/python-3.9.0-macosx10.9.pkg,使用参考,0.9334765076637268
it,https://repo.huaweicloud.com/python/3.9.0/python-3.9.0-macosx10.9.pkg,使用参考,0.9506275057792664
https://www.python.org/ftp/python/3.9.0/python-3.9.0-macosx10.9.pkg,https://repo.huaweicloud.com/python/3.9.0/python-3.9.0-macosx10.9.pkg,使用参考,0.9317029714584351
code,https://xcodereleases.com/,使用参考,0.972260594367981
code,3.0,版本,0.9973880648612976
code,.,版本,0.997379720211029
code,8,使用安装,0.9926315546035767
code,13.0,版本,0.9973849654197693
https://xcodereleases.com/,3.0,版本,0.9282848238945007
https://xcodereleases.com/,.,版本,0.967115581035614
https://xcodereleases.com/,8,详情参考,0.8945623636245728
https://xcodereleases.com/,13.0,版本,0.9661585688591003
3.0,.,版本,0.9972826242446899
3.0,8,版本,0.9761157631874084
3.0,13.0,版本,0.9972007274627686
.,8,版本,0.9781503081321716
.,13.0,版本,0.9972698092460632
8,13.0,版本,0.9619099497795105
Command,Line,工具安装,0.9909114241600037
Command,Tools,工具安装,0.9928614497184753
Command,or,工具安装,0.9919582605361938
Command,code,工具安装,0.990882158279419
Command,命令,使用安装,0.9873217940330505
Command,ools,工具安装,0.9927653670310974
Line,Tools,工具安装,0.9928891658782959
Line,or,工具安装,0.9925215840339661
Line,code,工具安装,0.9921048879623413
Line,命令,使用安装,0.9878554940223694
Line,ools,工具安装,0.9927995204925537
Tools,or,工具安装,0.9901540875434875
Tools,code,工具安装,0.9886821508407593
Tools,命令,使用安装,0.9787206649780273
Tools,ools,工具安装,0.9916067123413086
or,code,工具安装,0.9925958514213562
or,命令,使用安装,0.9916200637817383
or,ools,工具安装,0.9925602674484253
code,命令,使用安装,0.9821301102638245
code,ools,工具安装,0.992470383644104
命令,ools,使用安装,0.9925363063812256
CMake,3.18.3,版本,0.9973742961883545
CMake,https://cmake.org/download/,使用参考,0.9727230668067932
3.18.3,https://cmake.org/download/,版本,0.8573499917984009
patch,.5,工具安装,0.9928666353225708
patch,https://ftp.gnu.org/gnu/patch/,使用参考,0.9724075794219971
.5,https://ftp.gnu.org/gnu/patch/,使用参考,0.9724129438400269
wheel,0.32.0,版本,0.9973376393318176
wheel,https://pypi.org/project/wheel/,使用参考,0.9664859175682068
wheel,pip,工具安装,0.9907829165458679
wheel,install,工具安装,0.9911763668060303
wheel,whee,工具安装,0.9911983609199524
0.32.0,https://pypi.org/project/wheel/,版本,0.8604932427406311
0.32.0,pip,版本,0.9973624348640442
0.32.0,install,版本,0.9973594546318054
0.32.0,whee,版本,0.9973679184913635
https://pypi.org/project/wheel/,pip,使用参考,0.959618866443634
https://pypi.org/project/wheel/,install,使用参考,0.9538908004760742
https://pypi.org/project/wheel/,whee,使用参考,0.9494678974151611
pip,install,工具安装,0.9907103180885315
pip,whee,工具安装,0.9914312362670898
install,whee,工具安装,0.9918299317359924
源码,命令,创建或使用关联,0.9900845289230347
cpCPU性,多线程方式,安装,0.9779219627380371
多线程方式,CPU,安装,0.945845901966095
pip install output/mindspore-*.whlhttps://py,"pi.tuna.tsinghua.edu.cn/simple
",编译安装,0.9101873636245728
scipy包,命令,使用安装,0.9910621643066406
scipy包,MindSpore,工具安装,0.990455687046051
命令,MindSpore,使用安装,0.9931569695472717
pip instal,"https://pypi.anaconda.org/scipy-wheels-nightly/simple scipy
",编译安装,0.9890052676200867
MindSpore,version,工具安装,0.9924445748329163
MindSpore,版本,使用安装,0.9908835291862488
version,版本,使用安装,0.9850990772247314
MindSpore,版本,使用安装,0.9920803904533386
MindSpore,版本,使用安装,0.9925768971443176
MindSpore,命令,使用安装,0.9912053942680359
版本,命令,创建或使用关联,0.9892376661300659
pip install,-upgrade,工具安装,0.9922182559967041
pip install,mindspore,工具安装,0.9918140172958374
-upgrade,mindspore,工具安装,0.9901334047317505
源码,脚本,创建或使用关联,0.9786792397499084
源码,whl,使用安装,0.9929357171058655
源码,安装包,创建或使用关联,0.9271162152290344
源码,命令,创建或使用关联,0.9727621078491211
脚本,whl,使用安装,0.9920420050621033
脚本,安装包,创建或使用关联,0.9469262957572937
脚本,命令,创建或使用关联,0.9785374402999878
whl,安装包,使用安装,0.9919841885566711
whl,命令,使用安装,0.9911503791809082
安装包,命令,创建或使用关联,0.9557738304138184
install,upgrade,工具安装,0.917523205280304
install,mindspore,工具安装,0.9719727635383606
upgrade,mindspore,工具安装,0.93504399061203
upgrade,"python_version}-macosx_{platform_version}_{arch}.whl
",编译安装,0.8817354440689087
mindspore,"python_version}-macosx_{platform_version}_{arch}.whl
",编译安装,0.8885350823402405
pip方式,MindSpore Ascend,安装,0.9909054040908813
pip方式,310,版本,0.9915072917938232
MindSpore Ascend,310,版本,0.9973363280296326
MindSpore Ascend,版本,使用安装,0.9777525067329407
310,版本,版本,0.9422423243522644
pip方式,MindSpore Ascend,安装,0.9910496473312378
pip方式,310,版本,0.9923600554466248
pip方式,mindspore-ascend-,安装,0.9909089207649231
MindSpore Ascend,310,版本,0.9973548650741577
MindSpore Ascend,mindspore-ascend-,安装,0.990570068359375
310,版本,版本,0.9887260794639587
310,mindspore-ascend-,版本,0.9972332119941711
https://gitee.com/mindspore/docs/blob/r1.7/install/mindspore_ascend310_install_pip.md,https://mindspore-website.obs.cn-north-4.myhuaweicloud.com/website-images/r1.7/resource/_static/logo_source.png,使用参考,0.8387584686279297
Ascend,310,版本,0.997374415397644
Ascend,Linux,上面安装,0.9882377982139587
Ascend,pip方式,安装,0.9902183413505554
Ascend,版本,使用安装,0.9758368730545044
310,Linux,版本,0.995459258556366
310,pip方式,版本,0.9949654936790466
310,MindSpore,版本,0.997399091720581
310,版本,版本,0.9662048816680908
Linux,pip方式,安装,0.9757903218269348
Linux,MindSpore,上面安装,0.9626360535621643
pip方式,MindSpore,安装,0.9902633428573608
MindSpore,版本,使用安装,0.9901328086853027
昇腾AI处理器配套软件包,EulerOS 2.8,上面安装,0.9892696738243103
昇腾AI处理器配套软件包,pip,工具安装,0.9831662178039551
昇腾AI处理器配套软件包,MindSpore,工具安装,0.9817371368408203
昇腾AI处理器配套软件包,脚本,使用安装,0.9888010025024414
昇腾AI处理器配套软件包,依赖,使用安装,0.9881751537322998
EulerOS 2.8,pip,上面安装,0.975095808506012
EulerOS 2.8,MindSpore,上面安装,0.9688220620155334
EulerOS 2.8,依赖,使用安装,0.8996316194534302
pip,MindSpore,工具安装,0.991450846195221
pip,脚本,使用安装,0.99015873670578
pip,https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/euleros-ascend310-pip.sh,使用参考,0.8595717549324036
pip,依赖,使用安装,0.9898871779441833
MindSpore,脚本,使用安装,0.9915347695350647
MindSpore,https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/euleros-ascend310-pip.sh,使用参考,0.8535367846488953
MindSpore,依赖,使用安装,0.9913856983184814
脚本,https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/euleros-ascend310-pip.sh,详情参考,0.9882412552833557
https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/euleros-ascend310-pip.sh,依赖,详情参考,0.9829079508781433
系统,Python,使用安装,0.9925733804702759
系统,GCC,使用安装,0.9925260543823242
Ubuntu 18.04,CentOS 7.6,上面安装,0.9895023107528687
Ubuntu 18.04,Python,上面安装,0.9905717372894287
Ubuntu 18.04,GCC,上面安装,0.9905716180801392
CentOS 7.6,Python,上面安装,0.9905111193656921
CentOS 7.6,GCC,上面安装,0.9905099272727966
依赖,Python,使用安装,0.9929357171058655
依赖,GCC,使用安装,0.9928205609321594
Python,GCC,上面安装,0.9818059802055359
脚本,昇腾AI处理器配套软件包,使用安装,0.9918145537376404
脚本,昇腾ai处理器配套软件包,使用安装,0.9915487170219421
系统,昇腾AI处理器配套软件包,使用安装,0.9910473227500916
系统,昇腾ai处理器配套软件包,使用安装,0.9908177852630615
命令,脚本,创建或使用关联,0.9901710152626038
命令,MindSpore,使用安装,0.9932460784912109
命令,1.6.0,版本,0.9355500936508179
脚本,MindSpore,使用安装,0.993177056312561
脚本,1.6.0,版本,0.9627906084060669
MindSpore,1.6.0,版本,0.9973816275596619
wge,"https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/euleros-ascend310-pip.sh
",编译安装,0.9698265790939331
MindSpore,1.7.0,版本,0.9973840117454529
MindSpore,Python ,工具安装,0.9905084371566772
MindSpore,3.7,版本,0.9973729848861694
1.7.0,Python ,版本,0.9973964691162109
1.7.0,3.7,版本,0.9973260164260864
Python ,3.7,版本,0.9973800778388977
Python,MindSpore,工具安装,0.9923787117004395
Python,版本,使用安装,0.9931043982505798
Python,3.9,版本,0.9973958730697632
Python,1.6.0,版本,0.9973922967910767
MindSpore,版本,使用安装,0.9931714534759521
MindSpore,3.9,版本,0.9973989725112915
MindSpore,1.6.0,版本,0.997394323348999
版本,3.9,版本,0.8548890352249146
3.9,1.6.0,版本,0.9973537921905518
MindSpore,依赖,使用安装,0.9933506846427917
MindSpore,GCC,工具安装,0.9931465983390808
MindSpore,gmp,工具安装,0.9931036829948425
依赖,GCC,使用安装,0.9933265447616577
依赖,gmp,使用安装,0.9933439493179321
GCC,gmp,工具安装,0.9930967688560486
APT,Python,安装,0.9489433765411377
APT,3,版本,0.9973638653755188
APT,pip3,安装,0.9818277955055237
Python,3,版本,0.9973835349082947
Python,pip3,工具安装,0.9930421113967896
3,pip3,版本,0.9973701238632202
pip,MindSpore,工具安装,0.9929242134094238
pip,Ascend,工具安装,0.9928949475288391
pip,310,版本,0.9973757266998291
pip,版本,使用安装,0.9921213388442993
MindSpore,Ascend,工具安装,0.9930616021156311
MindSpore,310,版本,0.9973838925361633
MindSpore,版本,使用安装,0.9927914142608643
Ascend,310,版本,0.9973888993263245
Ascend,版本,使用安装,0.9923985600471497
310,版本,版本,0.9556670188903809
脚本,终端窗口,创建或使用关联,0.9900667667388916
脚本,环境变量,创建或使用关联,0.9909701347351074
终端窗口,环境变量,创建或使用关联,0.991520345211029
脚本,MindSpore,使用安装,0.9930304884910583
脚本,虚拟环境,创建或使用关联,0.991418719291687
脚本,Python,使用安装,0.9930174350738525
脚本,版本,创建或使用关联,0.9892467856407166
脚本,3.7,版本,0.9374644160270691
脚本,命令,创建或使用关联,0.9883816838264465
MindSpore,虚拟环境,使用安装,0.8988462686538696
MindSpore,Python,工具安装,0.9847571849822998
MindSpore,版本,使用安装,0.9848840236663818
MindSpore,3.7,版本,0.9972671270370483
MindSpore,命令,使用安装,0.9821198582649231
虚拟环境,Python,使用安装,0.9904223680496216
虚拟环境,版本,创建或使用关联,0.9899755120277405
虚拟环境,3.7,版本,0.8326594829559326
虚拟环境,命令,创建或使用关联,0.9902999401092529
Python,版本,使用安装,0.9909842014312744
Python,3.7,版本,0.9972726702690125
Python,命令,使用安装,0.9899849891662598
版本,3.7,版本,0.9324435591697693
版本,命令,创建或使用关联,0.9885517358779907
Python,3.7,版本,0.9973363280296326
Python,命令,使用安装,0.9906925559043884
Python,虚拟环境,使用安装,0.9734111428260803
3.7,命令,版本,0.8482497930526733
命令,虚拟环境,创建或使用关联,0.9916331768035889
MindSpore,系统环境,使用安装,0.9894931316375732
MindSpore,依赖,使用安装,0.9931558966636658
系统环境,依赖,创建或使用关联,0.9903483390808105
软件名称,版本,创建或使用关联,0.989840030670166
Ubuntu 18.04,CentOS 7.6,上面安装,0.9867688417434692
Ubuntu 18.04,EulerOS 2.8,上面安装,0.9870141744613647
Ubuntu 18.04,编译和运行MindSpore的操,上面安装,0.9861453771591187
CentOS 7.6,EulerOS 2.8,上面安装,0.985413134098053
CentOS 7.6,编译和运行MindSpore的操,上面安装,0.9851283431053162
EulerOS 2.8,编译和运行MindSpore的操,上面安装,0.984872043132782
Python,3.7-3.9,版本,0.99737548828125
Python,MindSpore,工具安装,0.9931024312973022
Python,依赖,使用安装,0.9923417568206787
Python,环境,使用安装,0.9899895191192627
python,3.7-3.9,版本,0.9973837733268738
python,MindSpore,工具安装,0.9929487705230713
python,依赖,使用安装,0.9820550084114075
python,环境,使用安装,0.9762617349624634
3.7-3.9,MindSpore,版本,0.9974057078361511
3.7-3.9,依赖,版本,0.9542754292488098
3.7-3.9,环境,版本,0.9495054483413696
MindSpore,依赖,使用安装,0.992510199546814
MindSpore,环境,使用安装,0.990301251411438
依赖,环境,创建或使用关联,0.9906358122825623
昇腾AI处理器配套软件包,MindSpore,工具安装,0.9930074214935303
昇腾AI处理器配套软件包,Ascend,工具安装,0.9929941296577454
昇腾AI处理器配套软件包,AI计算库,使用安装,0.9920139908790588
昇腾ai处理器配套软件包,MindSpore,工具安装,0.9930235147476196
昇腾ai处理器配套软件包,Ascend,工具安装,0.9930118918418884
昇腾ai处理器配套软件包,AI计算库,使用安装,0.9921414852142334
MindSpore,Ascend,工具安装,0.9930275082588196
MindSpore,AI计算库,使用安装,0.9922569990158081
Ascend,AI计算库,使用安装,0.9920958876609802
GCC,7.3.0,版本,0.9973946809768677
GCC,MindSpore,工具安装,0.993266224861145
GCC,C++,工具安装,0.9930533766746521
gcc,7.3.0,版本,0.9974061846733093
gcc,MindSpore,工具安装,0.992938756942749
gcc,C++,工具安装,0.9927202463150024
7.3.0,MindSpore,版本,0.9973961114883423
7.3.0,C++,版本,0.9973933696746826
MindSpore,C++,工具安装,0.9929960370063782
